Defined Class,Method ID,Line Number,Path
ActiveSupport::Cache::Strategy::LocalCache::Middleware,call,81,/Users/simeon/.rbenv/versions/2.1.1/lib/ruby/gems/2.1.0/gems/activesupport-4.0.4/lib/active_support/cache/strategy/local_cache.rb
ActiveSupport::Cache::Strategy::LocalCache::LocalStore,initialize,31,/Users/simeon/.rbenv/versions/2.1.1/lib/ruby/gems/2.1.0/gems/activesupport-4.0.4/lib/active_support/cache/strategy/local_cache.rb
ActiveSupport::Cache::Store,initialize,165,/Users/simeon/.rbenv/versions/2.1.1/lib/ruby/gems/2.1.0/gems/activesupport-4.0.4/lib/active_support/cache.rb
#<Class:ActiveSupport::Cache::Strategy::LocalCache::LocalCacheRegistry>,set_cache_for,82,/Users/simeon/.rbenv/versions/2.1.1/lib/ruby/gems/2.1.0/gems/activesupport-4.0.4/lib/active_support/cache/strategy/local_cache.rb
ActiveSupport::PerThreadRegistry,per_thread_registry_instance,48,/Users/simeon/.rbenv/versions/2.1.1/lib/ruby/gems/2.1.0/gems/activesupport-4.0.4/lib/active_support/per_thread_registry.rb
ActiveSupport::Cache::Strategy::LocalCache::LocalCacheRegistry,set_cache_for,23,/Users/simeon/.rbenv/versions/2.1.1/lib/ruby/gems/2.1.0/gems/activesupport-4.0.4/lib/active_support/cache/strategy/local_cache.rb
Rack::Runtime,call,15,/Users/simeon/.rbenv/versions/2.1.1/lib/ruby/gems/2.1.0/gems/rack-1.5.2/lib/rack/runtime.rb
Rack::MethodOverride,call,12,/Users/simeon/.rbenv/versions/2.1.1/lib/ruby/gems/2.1.0/gems/rack-1.5.2/lib/rack/methodoverride.rb
ActionDispatch::RequestId,call,19,/Users/simeon/.rbenv/versions/2.1.1/lib/ruby/gems/2.1.0/gems/actionpack-4.0.4/lib/action_dispatch/middleware/request_id.rb
ActionDispatch::RequestId,external_request_id,25,/Users/simeon/.rbenv/versions/2.1.1/lib/ruby/gems/2.1.0/gems/actionpack-4.0.4/lib/action_dispatch/middleware/request_id.rb
Object,presence,37,/Users/simeon/.rbenv/versions/2.1.1/lib/ruby/gems/2.1.0/gems/activesupport-4.0.4/lib/active_support/core_ext/object/blank.rb
Object,present?,19,/Users/simeon/.rbenv/versions/2.1.1/lib/ruby/gems/2.1.0/gems/activesupport-4.0.4/lib/active_support/core_ext/object/blank.rb
NilClass,blank?,46,/Users/simeon/.rbenv/versions/2.1.1/lib/ruby/gems/2.1.0/gems/activesupport-4.0.4/lib/active_support/core_ext/object/blank.rb
ActionDispatch::RequestId,internal_request_id,31,/Users/simeon/.rbenv/versions/2.1.1/lib/ruby/gems/2.1.0/gems/actionpack-4.0.4/lib/action_dispatch/middleware/request_id.rb
#<Class:SecureRandom>,uuid,241,/Users/simeon/.rbenv/versions/2.1.1/lib/ruby/2.1.0/securerandom.rb
#<Class:SecureRandom>,random_bytes,50,/Users/simeon/.rbenv/versions/2.1.1/lib/ruby/2.1.0/securerandom.rb
Rails::Rack::Logger,call,16,/Users/simeon/.rbenv/versions/2.1.1/lib/ruby/gems/2.1.0/gems/railties-4.0.4/lib/rails/rack/logger.rb
ActionDispatch::Request,initialize,45,/Users/simeon/.rbenv/versions/2.1.1/lib/ruby/gems/2.1.0/gems/actionpack-4.0.4/lib/action_dispatch/http/request.rb
ActionDispatch::Http::URL,initialize,142,/Users/simeon/.rbenv/versions/2.1.1/lib/ruby/gems/2.1.0/gems/actionpack-4.0.4/lib/action_dispatch/http/url.rb
ActionDispatch::Http::FilterParameters,initialize,28,/Users/simeon/.rbenv/versions/2.1.1/lib/ruby/gems/2.1.0/gems/actionpack-4.0.4/lib/action_dispatch/http/filter_parameters.rb
ActionDispatch::Http::Parameters,initialize,7,/Users/simeon/.rbenv/versions/2.1.1/lib/ruby/gems/2.1.0/gems/actionpack-4.0.4/lib/action_dispatch/http/parameters.rb
Rack::Request,initialize,20,/Users/simeon/.rbenv/versions/2.1.1/lib/ruby/gems/2.1.0/gems/rack-1.5.2/lib/rack/request.rb
Rails::Rack::Logger,logger,81,/Users/simeon/.rbenv/versions/2.1.1/lib/ruby/gems/2.1.0/gems/railties-4.0.4/lib/rails/rack/logger.rb
Rails::Rack::Logger,logger,81,/Users/simeon/.rbenv/versions/2.1.1/lib/ruby/gems/2.1.0/gems/railties-4.0.4/lib/rails/rack/logger.rb
Rails::Rack::Logger,compute_tags,57,/Users/simeon/.rbenv/versions/2.1.1/lib/ruby/gems/2.1.0/gems/railties-4.0.4/lib/rails/rack/logger.rb
ActiveSupport::TaggedLogging,tagged,67,/Users/simeon/.rbenv/versions/2.1.1/lib/ruby/gems/2.1.0/gems/activesupport-4.0.4/lib/active_support/tagged_logging.rb
ActiveSupport::TaggedLogging::Formatter,tagged,24,/Users/simeon/.rbenv/versions/2.1.1/lib/ruby/gems/2.1.0/gems/activesupport-4.0.4/lib/active_support/tagged_logging.rb
ActiveSupport::TaggedLogging::Formatter,push_tags,31,/Users/simeon/.rbenv/versions/2.1.1/lib/ruby/gems/2.1.0/gems/activesupport-4.0.4/lib/active_support/tagged_logging.rb
ActiveSupport::TaggedLogging::Formatter,current_tags,45,/Users/simeon/.rbenv/versions/2.1.1/lib/ruby/gems/2.1.0/gems/activesupport-4.0.4/lib/active_support/tagged_logging.rb
Rails::Rack::Logger,call_app,28,/Users/simeon/.rbenv/versions/2.1.1/lib/ruby/gems/2.1.0/gems/railties-4.0.4/lib/rails/rack/logger.rb
Rails::Rack::Logger,development?,77,/Users/simeon/.rbenv/versions/2.1.1/lib/ruby/gems/2.1.0/gems/railties-4.0.4/lib/rails/rack/logger.rb
#<Class:Rails>,env,55,/Users/simeon/.rbenv/versions/2.1.1/lib/ruby/gems/2.1.0/gems/railties-4.0.4/lib/rails.rb
ActiveSupport::StringInquirer,method_missing,18,/Users/simeon/.rbenv/versions/2.1.1/lib/ruby/gems/2.1.0/gems/activesupport-4.0.4/lib/active_support/string_inquirer.rb
#<Class:ActiveSupport::Notifications>,instrumenter,180,/Users/simeon/.rbenv/versions/2.1.1/lib/ruby/gems/2.1.0/gems/activesupport-4.0.4/lib/active_support/notifications.rb
#<Class:ActiveSupport::Notifications::InstrumentationRegistry>,instrumenter_for,181,/Users/simeon/.rbenv/versions/2.1.1/lib/ruby/gems/2.1.0/gems/activesupport-4.0.4/lib/active_support/notifications.rb
ActiveSupport::PerThreadRegistry,per_thread_registry_instance,48,/Users/simeon/.rbenv/versions/2.1.1/lib/ruby/gems/2.1.0/gems/activesupport-4.0.4/lib/active_support/per_thread_registry.rb
ActiveSupport::Notifications::InstrumentationRegistry,instrumenter_for,200,/Users/simeon/.rbenv/versions/2.1.1/lib/ruby/gems/2.1.0/gems/activesupport-4.0.4/lib/active_support/notifications.rb
ActiveSupport::Notifications::Instrumenter,start,30,/Users/simeon/.rbenv/versions/2.1.1/lib/ruby/gems/2.1.0/gems/activesupport-4.0.4/lib/active_support/notifications/instrumenter.rb
ActiveSupport::Notifications::Fanout,start,35,/Users/simeon/.rbenv/versions/2.1.1/lib/ruby/gems/2.1.0/gems/activesupport-4.0.4/lib/active_support/notifications/fanout.rb
ActiveSupport::Notifications::Fanout,listeners_for,47,/Users/simeon/.rbenv/versions/2.1.1/lib/ruby/gems/2.1.0/gems/activesupport-4.0.4/lib/active_support/notifications/fanout.rb
ThreadSafe::Cache,[],37,/Users/simeon/.rbenv/versions/2.1.1/lib/ruby/gems/2.1.0/gems/thread_safe-0.3.1/lib/thread_safe/cache.rb
ThreadSafe::NonConcurrentCacheBackend,[],9,/Users/simeon/.rbenv/versions/2.1.1/lib/ruby/gems/2.1.0/gems/thread_safe-0.3.1/lib/thread_safe/non_concurrent_cache_backend.rb
Rails::Rack::Logger,logger,81,/Users/simeon/.rbenv/versions/2.1.1/lib/ruby/gems/2.1.0/gems/railties-4.0.4/lib/rails/rack/logger.rb
Rails::Rack::Logger,started_request_message,49,/Users/simeon/.rbenv/versions/2.1.1/lib/ruby/gems/2.1.0/gems/railties-4.0.4/lib/rails/rack/logger.rb
ActionDispatch::Request,request_method,91,/Users/simeon/.rbenv/versions/2.1.1/lib/ruby/gems/2.1.0/gems/actionpack-4.0.4/lib/action_dispatch/http/request.rb
ActionDispatch::Request,check_method,326,/Users/simeon/.rbenv/versions/2.1.1/lib/ruby/gems/2.1.0/gems/actionpack-4.0.4/lib/action_dispatch/http/request.rb
ActionDispatch::Http::FilterParameters,filtered_path,46,/Users/simeon/.rbenv/versions/2.1.1/lib/ruby/gems/2.1.0/gems/actionpack-4.0.4/lib/action_dispatch/http/filter_parameters.rb
Rack::Request,query_string,28,/Users/simeon/.rbenv/versions/2.1.1/lib/ruby/gems/2.1.0/gems/rack-1.5.2/lib/rack/request.rb
Rack::Request,path,323,/Users/simeon/.rbenv/versions/2.1.1/lib/ruby/gems/2.1.0/gems/rack-1.5.2/lib/rack/request.rb
Rack::Request,script_name,25,/Users/simeon/.rbenv/versions/2.1.1/lib/ruby/gems/2.1.0/gems/rack-1.5.2/lib/rack/request.rb
Rack::Request,path_info,26,/Users/simeon/.rbenv/versions/2.1.1/lib/ruby/gems/2.1.0/gems/rack-1.5.2/lib/rack/request.rb
ActionDispatch::Request,ip,199,/Users/simeon/.rbenv/versions/2.1.1/lib/ruby/gems/2.1.0/gems/actionpack-4.0.4/lib/action_dispatch/http/request.rb
Rack::Request,ip,346,/Users/simeon/.rbenv/versions/2.1.1/lib/ruby/gems/2.1.0/gems/rack-1.5.2/lib/rack/request.rb
Rack::Request,split_ip_addresses,364,/Users/simeon/.rbenv/versions/2.1.1/lib/ruby/gems/2.1.0/gems/rack-1.5.2/lib/rack/request.rb
Rack::Request,reject_trusted_ip_addresses,368,/Users/simeon/.rbenv/versions/2.1.1/lib/ruby/gems/2.1.0/gems/rack-1.5.2/lib/rack/request.rb
Rack::Request,trusted_proxy?,342,/Users/simeon/.rbenv/versions/2.1.1/lib/ruby/gems/2.1.0/gems/rack-1.5.2/lib/rack/request.rb
Rack::Request,split_ip_addresses,364,/Users/simeon/.rbenv/versions/2.1.1/lib/ruby/gems/2.1.0/gems/rack-1.5.2/lib/rack/request.rb
Rack::Request,reject_trusted_ip_addresses,368,/Users/simeon/.rbenv/versions/2.1.1/lib/ruby/gems/2.1.0/gems/rack-1.5.2/lib/rack/request.rb
Logger,info,433,/Users/simeon/.rbenv/versions/2.1.1/lib/ruby/2.1.0/logger.rb
#<Module:0x007f94fe10cf58>,add,434,/Users/simeon/.rbenv/versions/2.1.1/lib/ruby/2.1.0/logger.rb
Logger,add,364,/Users/simeon/.rbenv/versions/2.1.1/lib/ruby/2.1.0/logger.rb
Logger,format_severity,486,/Users/simeon/.rbenv/versions/2.1.1/lib/ruby/2.1.0/logger.rb
Logger,format_message,490,/Users/simeon/.rbenv/versions/2.1.1/lib/ruby/2.1.0/logger.rb
ActiveSupport::TaggedLogging::Formatter,call,20,/Users/simeon/.rbenv/versions/2.1.1/lib/ruby/gems/2.1.0/gems/activesupport-4.0.4/lib/active_support/tagged_logging.rb
ActiveSupport::TaggedLogging::Formatter,tags_text,50,/Users/simeon/.rbenv/versions/2.1.1/lib/ruby/gems/2.1.0/gems/activesupport-4.0.4/lib/active_support/tagged_logging.rb
ActiveSupport::TaggedLogging::Formatter,current_tags,45,/Users/simeon/.rbenv/versions/2.1.1/lib/ruby/gems/2.1.0/gems/activesupport-4.0.4/lib/active_support/tagged_logging.rb
Logger::Formatter,call,505,/Users/simeon/.rbenv/versions/2.1.1/lib/ruby/2.1.0/logger.rb
Logger::Formatter,format_datetime,512,/Users/simeon/.rbenv/versions/2.1.1/lib/ruby/2.1.0/logger.rb
Logger::Formatter,msg2str,520,/Users/simeon/.rbenv/versions/2.1.1/lib/ruby/2.1.0/logger.rb
Logger::LogDevice,write,557,/Users/simeon/.rbenv/versions/2.1.1/lib/ruby/2.1.0/logger.rb
MonitorMixin,mon_synchronize,208,/Users/simeon/.rbenv/versions/2.1.1/lib/ruby/2.1.0/monitor.rb
MonitorMixin,mon_enter,183,/Users/simeon/.rbenv/versions/2.1.1/lib/ruby/2.1.0/monitor.rb
MonitorMixin,mon_exit,194,/Users/simeon/.rbenv/versions/2.1.1/lib/ruby/2.1.0/monitor.rb
MonitorMixin,mon_check_owner,244,/Users/simeon/.rbenv/versions/2.1.1/lib/ruby/2.1.0/monitor.rb
Logger,add,364,/Users/simeon/.rbenv/versions/2.1.1/lib/ruby/2.1.0/logger.rb
Logger,format_severity,486,/Users/simeon/.rbenv/versions/2.1.1/lib/ruby/2.1.0/logger.rb
Logger,format_message,490,/Users/simeon/.rbenv/versions/2.1.1/lib/ruby/2.1.0/logger.rb
ActiveSupport::TaggedLogging::Formatter,call,20,/Users/simeon/.rbenv/versions/2.1.1/lib/ruby/gems/2.1.0/gems/activesupport-4.0.4/lib/active_support/tagged_logging.rb
ActiveSupport::TaggedLogging::Formatter,tags_text,50,/Users/simeon/.rbenv/versions/2.1.1/lib/ruby/gems/2.1.0/gems/activesupport-4.0.4/lib/active_support/tagged_logging.rb
ActiveSupport::TaggedLogging::Formatter,current_tags,45,/Users/simeon/.rbenv/versions/2.1.1/lib/ruby/gems/2.1.0/gems/activesupport-4.0.4/lib/active_support/tagged_logging.rb
Logger::Formatter,call,505,/Users/simeon/.rbenv/versions/2.1.1/lib/ruby/2.1.0/logger.rb
Logger::Formatter,format_datetime,512,/Users/simeon/.rbenv/versions/2.1.1/lib/ruby/2.1.0/logger.rb
Logger::Formatter,msg2str,520,/Users/simeon/.rbenv/versions/2.1.1/lib/ruby/2.1.0/logger.rb
Logger::LogDevice,write,557,/Users/simeon/.rbenv/versions/2.1.1/lib/ruby/2.1.0/logger.rb
MonitorMixin,mon_synchronize,208,/Users/simeon/.rbenv/versions/2.1.1/lib/ruby/2.1.0/monitor.rb
MonitorMixin,mon_enter,183,/Users/simeon/.rbenv/versions/2.1.1/lib/ruby/2.1.0/monitor.rb
MonitorMixin,mon_exit,194,/Users/simeon/.rbenv/versions/2.1.1/lib/ruby/2.1.0/monitor.rb
MonitorMixin,mon_check_owner,244,/Users/simeon/.rbenv/versions/2.1.1/lib/ruby/2.1.0/monitor.rb
ActionDispatch::ShowExceptions,call,29,/Users/simeon/.rbenv/versions/2.1.1/lib/ruby/gems/2.1.0/gems/actionpack-4.0.4/lib/action_dispatch/middleware/show_exceptions.rb
ActionDispatch::DebugExceptions,call,16,/Users/simeon/.rbenv/versions/2.1.1/lib/ruby/gems/2.1.0/gems/actionpack-4.0.4/lib/action_dispatch/middleware/debug_exceptions.rb
ActionDispatch::RemoteIp,call,74,/Users/simeon/.rbenv/versions/2.1.1/lib/ruby/gems/2.1.0/gems/actionpack-4.0.4/lib/action_dispatch/middleware/remote_ip.rb
ActionDispatch::RemoteIp::GetIp,initialize,109,/Users/simeon/.rbenv/versions/2.1.1/lib/ruby/gems/2.1.0/gems/actionpack-4.0.4/lib/action_dispatch/middleware/remote_ip.rb
ActionDispatch::Callbacks,call,25,/Users/simeon/.rbenv/versions/2.1.1/lib/ruby/gems/2.1.0/gems/actionpack-4.0.4/lib/action_dispatch/middleware/callbacks.rb
ActiveSupport::Callbacks,run_callbacks,78,/Users/simeon/.rbenv/versions/2.1.1/lib/ruby/gems/2.1.0/gems/activesupport-4.0.4/lib/active_support/callbacks.rb
ActiveSupport::Callbacks::ClassMethods,__define_callbacks,366,/Users/simeon/.rbenv/versions/2.1.1/lib/ruby/gems/2.1.0/gems/activesupport-4.0.4/lib/active_support/callbacks.rb
ActiveSupport::Callbacks::ClassMethods,__callback_runner_name,391,/Users/simeon/.rbenv/versions/2.1.1/lib/ruby/gems/2.1.0/gems/activesupport-4.0.4/lib/active_support/callbacks.rb
ActiveSupport::Callbacks::ClassMethods,__callback_runner_name_cache,383,/Users/simeon/.rbenv/versions/2.1.1/lib/ruby/gems/2.1.0/gems/activesupport-4.0.4/lib/active_support/callbacks.rb
ThreadSafe::Cache,[],37,/Users/simeon/.rbenv/versions/2.1.1/lib/ruby/gems/2.1.0/gems/thread_safe-0.3.1/lib/thread_safe/cache.rb
ThreadSafe::NonConcurrentCacheBackend,[],9,/Users/simeon/.rbenv/versions/2.1.1/lib/ruby/gems/2.1.0/gems/thread_safe-0.3.1/lib/thread_safe/non_concurrent_cache_backend.rb
ActionDispatch::Callbacks,_run__1156461631293204789__call__callbacks,371,/Users/simeon/.rbenv/versions/2.1.1/lib/ruby/gems/2.1.0/gems/activesupport-4.0.4/lib/active_support/callbacks.rb
ActiveRecord::ConnectionAdapters::ConnectionManagement,call,623,/Users/simeon/.rbenv/versions/2.1.1/lib/ruby/gems/2.1.0/gems/activerecord-4.0.4/lib/active_record/connection_adapters/abstract/connection_pool.rb
ActiveRecord::QueryCache,call,31,/Users/simeon/.rbenv/versions/2.1.1/lib/ruby/gems/2.1.0/gems/activerecord-4.0.4/lib/active_record/query_cache.rb
ActiveRecord::ConnectionHandling,connection,52,/Users/simeon/.rbenv/versions/2.1.1/lib/ruby/gems/2.1.0/gems/activerecord-4.0.4/lib/active_record/connection_handling.rb
ActiveRecord::ConnectionHandling,retrieve_connection,78,/Users/simeon/.rbenv/versions/2.1.1/lib/ruby/gems/2.1.0/gems/activerecord-4.0.4/lib/active_record/connection_handling.rb
#<Class:ActiveRecord::Base>,connection_handler,82,/Users/simeon/.rbenv/versions/2.1.1/lib/ruby/gems/2.1.0/gems/activerecord-4.0.4/lib/active_record/core.rb
#<Class:ActiveRecord::RuntimeRegistry>,connection_handler,83,/Users/simeon/.rbenv/versions/2.1.1/lib/ruby/gems/2.1.0/gems/activerecord-4.0.4/lib/active_record/core.rb
ActiveSupport::PerThreadRegistry,per_thread_registry_instance,48,/Users/simeon/.rbenv/versions/2.1.1/lib/ruby/gems/2.1.0/gems/activesupport-4.0.4/lib/active_support/per_thread_registry.rb
#<Class:ActiveRecord::Base>,default_connection_handler,83,/Users/simeon/.rbenv/versions/2.1.1/lib/ruby/gems/2.1.0/gems/activerecord-4.0.4/lib/active_record/core.rb
ActiveRecord::ConnectionAdapters::ConnectionHandler,retrieve_connection,544,/Users/simeon/.rbenv/versions/2.1.1/lib/ruby/gems/2.1.0/gems/activerecord-4.0.4/lib/active_record/connection_adapters/abstract/connection_pool.rb
ActiveRecord::ConnectionAdapters::ConnectionHandler,retrieve_connection_pool,578,/Users/simeon/.rbenv/versions/2.1.1/lib/ruby/gems/2.1.0/gems/activerecord-4.0.4/lib/active_record/connection_adapters/abstract/connection_pool.rb
ActiveRecord::ConnectionAdapters::ConnectionHandler,class_to_pool,595,/Users/simeon/.rbenv/versions/2.1.1/lib/ruby/gems/2.1.0/gems/activerecord-4.0.4/lib/active_record/connection_adapters/abstract/connection_pool.rb
ThreadSafe::Cache,[],37,/Users/simeon/.rbenv/versions/2.1.1/lib/ruby/gems/2.1.0/gems/thread_safe-0.3.1/lib/thread_safe/cache.rb
ThreadSafe::NonConcurrentCacheBackend,[],9,/Users/simeon/.rbenv/versions/2.1.1/lib/ruby/gems/2.1.0/gems/thread_safe-0.3.1/lib/thread_safe/non_concurrent_cache_backend.rb
ThreadSafe::Cache,[],37,/Users/simeon/.rbenv/versions/2.1.1/lib/ruby/gems/2.1.0/gems/thread_safe-0.3.1/lib/thread_safe/cache.rb
ThreadSafe::NonConcurrentCacheBackend,[],9,/Users/simeon/.rbenv/versions/2.1.1/lib/ruby/gems/2.1.0/gems/thread_safe-0.3.1/lib/thread_safe/non_concurrent_cache_backend.rb
ActiveRecord::ConnectionAdapters::ConnectionPool,connection,261,/Users/simeon/.rbenv/versions/2.1.1/lib/ruby/gems/2.1.0/gems/activerecord-4.0.4/lib/active_record/connection_adapters/abstract/connection_pool.rb
ActiveRecord::ConnectionAdapters::ConnectionPool,current_connection_id,443,/Users/simeon/.rbenv/versions/2.1.1/lib/ruby/gems/2.1.0/gems/activerecord-4.0.4/lib/active_record/connection_adapters/abstract/connection_pool.rb
ActiveRecord::ConnectionHandling,connection_id,56,/Users/simeon/.rbenv/versions/2.1.1/lib/ruby/gems/2.1.0/gems/activerecord-4.0.4/lib/active_record/connection_handling.rb
#<Class:ActiveRecord::RuntimeRegistry>,connection_id,57,/Users/simeon/.rbenv/versions/2.1.1/lib/ruby/gems/2.1.0/gems/activerecord-4.0.4/lib/active_record/connection_handling.rb
ActiveSupport::PerThreadRegistry,per_thread_registry_instance,48,/Users/simeon/.rbenv/versions/2.1.1/lib/ruby/gems/2.1.0/gems/activesupport-4.0.4/lib/active_support/per_thread_registry.rb
ThreadSafe::Cache,[],37,/Users/simeon/.rbenv/versions/2.1.1/lib/ruby/gems/2.1.0/gems/thread_safe-0.3.1/lib/thread_safe/cache.rb
ThreadSafe::NonConcurrentCacheBackend,[],9,/Users/simeon/.rbenv/versions/2.1.1/lib/ruby/gems/2.1.0/gems/thread_safe-0.3.1/lib/thread_safe/non_concurrent_cache_backend.rb
MonitorMixin,mon_synchronize,208,/Users/simeon/.rbenv/versions/2.1.1/lib/ruby/2.1.0/monitor.rb
MonitorMixin,mon_enter,183,/Users/simeon/.rbenv/versions/2.1.1/lib/ruby/2.1.0/monitor.rb
ActiveRecord::ConnectionAdapters::ConnectionPool,current_connection_id,443,/Users/simeon/.rbenv/versions/2.1.1/lib/ruby/gems/2.1.0/gems/activerecord-4.0.4/lib/active_record/connection_adapters/abstract/connection_pool.rb
ActiveRecord::ConnectionHandling,connection_id,56,/Users/simeon/.rbenv/versions/2.1.1/lib/ruby/gems/2.1.0/gems/activerecord-4.0.4/lib/active_record/connection_handling.rb
#<Class:ActiveRecord::RuntimeRegistry>,connection_id,57,/Users/simeon/.rbenv/versions/2.1.1/lib/ruby/gems/2.1.0/gems/activerecord-4.0.4/lib/active_record/connection_handling.rb
ActiveSupport::PerThreadRegistry,per_thread_registry_instance,48,/Users/simeon/.rbenv/versions/2.1.1/lib/ruby/gems/2.1.0/gems/activesupport-4.0.4/lib/active_support/per_thread_registry.rb
ThreadSafe::Cache,[],37,/Users/simeon/.rbenv/versions/2.1.1/lib/ruby/gems/2.1.0/gems/thread_safe-0.3.1/lib/thread_safe/cache.rb
ThreadSafe::NonConcurrentCacheBackend,[],9,/Users/simeon/.rbenv/versions/2.1.1/lib/ruby/gems/2.1.0/gems/thread_safe-0.3.1/lib/thread_safe/non_concurrent_cache_backend.rb
ActiveRecord::ConnectionAdapters::ConnectionPool,checkout,354,/Users/simeon/.rbenv/versions/2.1.1/lib/ruby/gems/2.1.0/gems/activerecord-4.0.4/lib/active_record/connection_adapters/abstract/connection_pool.rb
MonitorMixin,mon_synchronize,208,/Users/simeon/.rbenv/versions/2.1.1/lib/ruby/2.1.0/monitor.rb
MonitorMixin,mon_enter,183,/Users/simeon/.rbenv/versions/2.1.1/lib/ruby/2.1.0/monitor.rb
ActiveRecord::ConnectionAdapters::ConnectionPool,acquire_connection,417,/Users/simeon/.rbenv/versions/2.1.1/lib/ruby/gems/2.1.0/gems/activerecord-4.0.4/lib/active_record/connection_adapters/abstract/connection_pool.rb
ActiveRecord::ConnectionAdapters::ConnectionPool::Queue,poll,133,/Users/simeon/.rbenv/versions/2.1.1/lib/ruby/gems/2.1.0/gems/activerecord-4.0.4/lib/active_record/connection_adapters/abstract/connection_pool.rb
ActiveRecord::ConnectionAdapters::ConnectionPool::Queue,synchronize,145,/Users/simeon/.rbenv/versions/2.1.1/lib/ruby/gems/2.1.0/gems/activerecord-4.0.4/lib/active_record/connection_adapters/abstract/connection_pool.rb
MonitorMixin,mon_synchronize,208,/Users/simeon/.rbenv/versions/2.1.1/lib/ruby/2.1.0/monitor.rb
MonitorMixin,mon_enter,183,/Users/simeon/.rbenv/versions/2.1.1/lib/ruby/2.1.0/monitor.rb
ActiveRecord::ConnectionAdapters::ConnectionPool::Queue,no_wait_poll,170,/Users/simeon/.rbenv/versions/2.1.1/lib/ruby/gems/2.1.0/gems/activerecord-4.0.4/lib/active_record/connection_adapters/abstract/connection_pool.rb
ActiveRecord::ConnectionAdapters::ConnectionPool::Queue,can_remove_no_wait?,158,/Users/simeon/.rbenv/versions/2.1.1/lib/ruby/gems/2.1.0/gems/activerecord-4.0.4/lib/active_record/connection_adapters/abstract/connection_pool.rb
ActiveRecord::ConnectionAdapters::ConnectionPool::Queue,remove,163,/Users/simeon/.rbenv/versions/2.1.1/lib/ruby/gems/2.1.0/gems/activerecord-4.0.4/lib/active_record/connection_adapters/abstract/connection_pool.rb
MonitorMixin,mon_exit,194,/Users/simeon/.rbenv/versions/2.1.1/lib/ruby/2.1.0/monitor.rb
MonitorMixin,mon_check_owner,244,/Users/simeon/.rbenv/versions/2.1.1/lib/ruby/2.1.0/monitor.rb
ActiveRecord::ConnectionAdapters::AbstractAdapter,lease,179,/Users/simeon/.rbenv/versions/2.1.1/lib/ruby/gems/2.1.0/gems/activerecord-4.0.4/lib/active_record/connection_adapters/abstract_adapter.rb
MonitorMixin,mon_synchronize,208,/Users/simeon/.rbenv/versions/2.1.1/lib/ruby/2.1.0/monitor.rb
MonitorMixin,mon_enter,183,/Users/simeon/.rbenv/versions/2.1.1/lib/ruby/2.1.0/monitor.rb
MonitorMixin,mon_exit,194,/Users/simeon/.rbenv/versions/2.1.1/lib/ruby/2.1.0/monitor.rb
MonitorMixin,mon_check_owner,244,/Users/simeon/.rbenv/versions/2.1.1/lib/ruby/2.1.0/monitor.rb
ActiveRecord::ConnectionAdapters::ConnectionPool,checkout_and_verify,456,/Users/simeon/.rbenv/versions/2.1.1/lib/ruby/gems/2.1.0/gems/activerecord-4.0.4/lib/active_record/connection_adapters/abstract/connection_pool.rb
ActiveSupport::Callbacks,run_callbacks,78,/Users/simeon/.rbenv/versions/2.1.1/lib/ruby/gems/2.1.0/gems/activesupport-4.0.4/lib/active_support/callbacks.rb
ActiveSupport::Callbacks::ClassMethods,__define_callbacks,366,/Users/simeon/.rbenv/versions/2.1.1/lib/ruby/gems/2.1.0/gems/activesupport-4.0.4/lib/active_support/callbacks.rb
ActiveSupport::Callbacks::ClassMethods,__callback_runner_name,391,/Users/simeon/.rbenv/versions/2.1.1/lib/ruby/gems/2.1.0/gems/activesupport-4.0.4/lib/active_support/callbacks.rb
ActiveSupport::Callbacks::ClassMethods,__callback_runner_name_cache,383,/Users/simeon/.rbenv/versions/2.1.1/lib/ruby/gems/2.1.0/gems/activesupport-4.0.4/lib/active_support/callbacks.rb
ThreadSafe::Cache,[],37,/Users/simeon/.rbenv/versions/2.1.1/lib/ruby/gems/2.1.0/gems/thread_safe-0.3.1/lib/thread_safe/cache.rb
ThreadSafe::NonConcurrentCacheBackend,[],9,/Users/simeon/.rbenv/versions/2.1.1/lib/ruby/gems/2.1.0/gems/thread_safe-0.3.1/lib/thread_safe/non_concurrent_cache_backend.rb
ActiveRecord::ConnectionAdapters::SQLite3Adapter,_run__4289541647327316960__checkout__callbacks,371,/Users/simeon/.rbenv/versions/2.1.1/lib/ruby/gems/2.1.0/gems/activesupport-4.0.4/lib/active_support/callbacks.rb
ActiveRecord::ConnectionAdapters::AbstractAdapter,verify!,376,/Users/simeon/.rbenv/versions/2.1.1/lib/ruby/gems/2.1.0/gems/activerecord-4.0.4/lib/active_record/connection_adapters/abstract_adapter.rb
ActiveRecord::ConnectionAdapters::SQLite3Adapter,active?,162,/Users/simeon/.rbenv/versions/2.1.1/lib/ruby/gems/2.1.0/gems/activerecord-4.0.4/lib/active_record/connection_adapters/sqlite3_adapter.rb
MonitorMixin,mon_exit,194,/Users/simeon/.rbenv/versions/2.1.1/lib/ruby/2.1.0/monitor.rb
MonitorMixin,mon_check_owner,244,/Users/simeon/.rbenv/versions/2.1.1/lib/ruby/2.1.0/monitor.rb
ThreadSafe::MriCacheBackend,[]=,14,/Users/simeon/.rbenv/versions/2.1.1/lib/ruby/gems/2.1.0/gems/thread_safe-0.3.1/lib/thread_safe/mri_cache_backend.rb
